56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,58,58,58,58,58,58,58,58,121,123,89,91,78,80,124,124,105,107
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,60,58,58,58,58,58,58,58,58,58,63,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,60,58,58,58,61,0,0,0,0,0,0,67,0,0,121,90,92,77,79,121,121,106,108
58,58,58,58,58,58,63,56,56,56,56,56,56,56,56,56,56,56,56,56,60,58,58,58,58,58,58,58,58,63,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,60,58,61,0,0,0,0,0,0,0,0,0,62,63,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,60,61,0,67,0,0,0,0,0,0,0,0,66,0,0,0,0,0,78,80,105,107,73,75
0,0,0,0,0,0,62,58,58,63,56,56,56,56,56,60,58,58,58,58,61,0,0,67,0,0,0,0,0,62,63,56,56,56,56,56,56,56,56,56,56,56,56,60,58,58,61,0,0,0,0,0,0,0,0,0,0,0,0,62,58,58,58,58,63,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,60,58,58,61,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,108,74,76
0,0,0,0,0,0,0,0,0,62,58,58,58,58,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,58,58,58,63,56,56,56,56,56,56,56,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,62,58,58,58,58,58,58,63,56,56,56,56,56,58,58,58,63,56,60,61,67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,62,58,58,58,58,58,58,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,67,62,58,58,58,58,61,0,66,0,62,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,133,77,79,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,73,75,81,83,89,91,97,99,78,80,124,121,123
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,69,135,131,125,74,76,82,84,90,92,98,100,121,121,77,79,73
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,125,127,127,126,109,111,113,115,127,127,73,75,117,119,129,128,0,0,93,95,101,103,124,78,80,74
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,56,60,57,57,57,57,57,61,0,0,0,110,112,114,116,127,125,74,76,118,120,129,0,0,0,94,96,102,104,124,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,53,36,0,0,0,0,0,42,0,0,0,68,0,0,0,54,55,60,58,61,0,0,0,0,0,0,0,0,0,0,128,113,115,125,130,0,0,0,0,129,0,0,0,121,0,0,0,124,0,0,0
0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,44,43,0,0,0,49,50,53,0,0,0,0,0,0,0,0,0,0,0,0,44,41,0,0,0,0,0,0,0,68,0,0,54,55,56,56,56,56,56,52,50,53,0,0,0,0,49,50,50,50,50,50,50,51,55,57,61,67,0,0,0,0,0,65,0,0,0,0,0,0,114,116,0,130,68,66,0,0,127,0,0,0,121,0,0,66,124,0,0,0
0,0,0,0,66,0,0,34,54,50,50,53,0,0,0,0,0,0,0,54,50,51,0,0,41,56,56,52,53,0,68,64,0,0,34,0,0,0,0,54,50,50,50,51,0,69,65,0,0,49,50,50,55,56,56,56,56,56,56,56,56,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,54,50,53,36,0,0,0,0,125,0,0,131,50,65,0,0,129,0,0,0,123,0,0,121,122,0,68,0
0,0,0,0,65,0,54,50,55,56,56,52,53,0,68,0,64,0,54,55,56,56,0,49,51,56,56,56,52,50,50,50,50,50,50,50,53,69,54,55,56,56,56,56,0,49,50,51,0,56,56,56,56,56,56,56,56,56,56,56,56,56,52,50,0,0,34,0,0,0,0,0,0,35,36,0,0,65,68,0,0,54,55,56,52,50,53,0,0,0,125,0,50,131,56,50,53,0,130,0,66,130,123,68,123,121,121,49,49,53
50,50,50,50,50,50,55,56,56,56,56,56,52,50,50,50,50,50,55,56,56,56,0,56,56,56,56,56,56,56,56,56,56,56,56,56,52,50,56,56,56,56,56,56,0,56,56,56,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,56,56,56,56,56,52,53,0,0,125,50,52,129,56,56,52,53,131,0,127,127,125,130,130,124,124,56,56,56
